time,paternal,maternal
376.0,456,509
376.4,457,510
376.6,458,511
376.6,459,512
376.6,460,513
376.8,461,514
376.8,462,515
377.1,463,516
377.5,464,517
378.0,465,518
378.6,466,519
379.2,467,520
379.3,468,521
379.3,469,522
379.6,470,523
379.7,471,524
379.9,472,525
380.7,473,526
380.8,474,527
380.8,475,528
381.1,476,529
381.3,477,530
381.5,478,531
381.5,479,532
381.6,480,533
382.4,481,534
382.5,482,535
382.7,483,536
383.0,484,537
383.2,485,538
383.6,486,539
383.8,487,540
384.0,488,541
384.0,489,542
384.3,490,543
384.9,491,544
385.0,492,545
385.0,493,546
385.1,494,547
385.7,495,548
385.9,496,549
385.9,497,550
385.9,498,551
385.9,499,552
386.0,500,553
386.0,501,554
386.0,502,555
386.2,503,556
386.4,504,557
386.9,505,558
387.2,506,559
387.4,507,560
387.5,508,561
388.5,509,562
388.6,510,563
388.7,511,564
389.1,512,565
389.4,513,566
389.5,514,567
389.5,515,568
389.7,516,569
389.7,517,570
389.9,518,571
390.1,519,572
390.6,520,573
390.7,521,574
390.7,522,575
390.8,523,576
390.9,524,577
391.1,525,578
391.6,526,579
391.8,527,580
392.0,528,581
392.1,529,582
392.5,530,583
392.6,531,584
392.7,532,585
392.8,533,586
393.2,534,587
393.2,535,588
393.4,536,589
393.6,537,590
393.7,538,591
393.8,539,592
393.9,540,593
394.1,541,594
394.1,542,595
394.1,543,596
394.4,544,597
394.5,545,598
394.6,546,599
394.6,547,600
394.7,548,601
394.9,549,602
394.9,550,603
395.3,551,604
395.6,552,605
395.8,553,606
395.9,554,607
396.2,555,608
396.8,556,609
396.8,557,610
397.1,558,611
397.1,559,612
397.6,560,613
397.8,561,614
397.8,562,615
397.9,563,616
398.3,564,617
398.3,565,618
398.5,566,619
398.9,567,620
398.9,568,621
399.1,569,622
399.5,570,623
399.6,571,624
399.8,572,625
399.9,573,626
400.7,574,627
401.0,575,628
401.1,576,629
401.3,577,630
401.3,578,631
401.7,579,632
401.7,580,633
401.7,581,634
401.8,582,635
401.8,583,636
402.7,584,637
403.2,585,638
403.6,586,639
403.7,587,640
404.5,588,641
404.5,589,642
404.5,590,643
404.8,591,644
404.8,592,645
405.1,593,646
405.2,594,647
405.2,595,648
405.6,596,649
405.8,597,650
406.1,598,651
406.3,599,652
406.3,600,653
406.4,601,654
406.6,602,655
406.6,603,656
406.6,604,657
406.8,605,658
406.8,606,659
406.9,607,660
407.2,608,661
407.2,609,662
407.3,610,663
407.6,611,664
407.6,612,665
407.6,613,666
407.7,614,667
407.8,615,668
407.9,616,669
408.0,617,670
408.3,618,671
408.4,619,672
408.7,620,673
408.7,621,674
408.9,622,675
409.2,623,676
409.3,624,677
409.6,625,678
409.8,626,679
409.8,627,680
409.9,628,681
410.0,629,682
410.1,630,683
410.2,631,684
410.2,632,685
410.3,633,686
410.4,634,687
410.6,635,688
410.6,636,689
410.6,637,690
410.8,638,691
410.9,639,692
410.9,640,693
410.9,641,694
411.2,642,695
411.4,643,696
411.5,644,697
411.6,645,698
411.6,646,699
411.7,647,700
411.9,648,701
412.3,649,702
412.5,650,703
413.1,651,704
413.2,652,705
413.4,653,706
413.4,654,707
413.9,655,708
414.0,656,709
414.0,657,710
414.1,658,711
414.2,659,712
414.3,660,713
414.4,661,714
414.4,662,715
414.6,663,716
414.8,664,717
415.5,665,718
415.6,666,719
415.7,667,720
415.8,668,721
416.6,669,722
416.6,670,723
416.8,671,724
416.9,672,725
417.1,673,726
417.1,674,727
417.8,675,728
417.9,676,729
418.3,677,730
418.3,678,731
419.2,679,732
419.5,680,733
419.6,681,734
419.7,682,735
419.7,683,736
419.8,684,737
419.9,685,738
419.9,686,739
420.0,687,740
420.1,688,741
420.7,689,742
420.8,690,743
420.8,691,744
421.0,692,745
421.3,693,746
421.3,694,747
421.3,695,748
421.5,696,749
421.6,697,750
421.7,698,751
421.8,699,752
422.0,700,753
422.0,701,754
422.1,702,755
422.4,703,756
422.6,704,757
422.6,705,758
422.7,706,759
422.8,707,760
422.8,708,761
422.8,709,762
422.8,710,763
422.9,711,764
422.9,712,765
423.2,713,766
423.2,714,767
423.2,715,768
423.3,716,769
423.4,717,770
423.4,718,771
423.5,719,772
423.8,720,773
423.9,721,774
424.0,722,775
424.2,723,776
424.3,724,777
424.3,725,778
424.4,726,779
424.6,727,780
424.6,728,781
424.6,729,782
424.8,730,783
424.9,731,784
425.0,732,785
425.0,733,786
425.1,734,787
425.1,735,788
425.1,736,789
425.1,737,790
425.2,738,791
425.3,739,792
425.4,740,793
425.6,741,794
425.7,742,795
425.7,743,796
425.7,744,797
425.8,745,798
425.8,746,799
425.8,747,800
426.1,748,801
426.1,749,802
426.1,750,803
426.4,751,804
426.4,752,805
426.6,753,806
426.8,754,807
426.8,755,808
426.9,756,809
427.2,757,810
427.3,758,811
427.3,759,812
427.4,760,813
427.4,761,814
427.5,762,815
427.6,763,816
427.6,764,817
427.8,765,818
427.8,766,819
427.8,767,820
427.8,768,821
428.0,769,822
428.2,770,823
428.3,771,824
428.3,772,825
428.3,773,826
428.4,774,827
428.9,775,828
429.0,776,829
429.0,777,830
429.1,778,831
429.2,779,832
429.2,780,833
429.2,781,834
429.3,782,835
429.3,783,836
429.4,784,837
429.5,785,838
429.5,786,839
429.6,787,840
429.7,788,841
429.7,789,842
430.0,790,843
430.0,791,844
430.2,792,845
430.2,793,846
430.2,794,847
430.2,795,848
430.3,796,849
430.3,797,850
430.5,798,851
430.5,799,852
430.5,800,853
430.6,801,854
430.6,802,855
430.6,803,856
430.7,804,857
430.9,805,858
431.3,806,859
431.5,807,860
431.6,808,861
431.6,809,862
431.8,810,863
432.0,811,864
432.1,812,865
432.1,813,866
432.2,814,867
432.4,815,868
432.7,816,869
432.7,817,870
432.8,818,871
432.8,819,872
432.8,820,873
432.9,821,874
432.9,822,875
433.0,823,876
433.0,824,877
433.0,825,878
433.1,826,879
433.1,827,880
433.1,828,881
433.1,829,882
433.1,830,883
433.1,831,884
433.2,832,885
433.2,833,886
433.4,834,887
433.4,835,888
433.5,836,889
433.7,837,890
433.7,838,891
433.7,839,892
433.8,840,893
433.8,841,894
433.8,842,895
434.0,843,896
434.1,844,897
434.2,845,898
434.2,846,899
434.3,847,900
434.4,848,901
434.4,849,902
434.5,850,903
434.6,851,904
434.7,852,905
434.7,853,906
435.0,854,907
435.0,855,908
435.1,856,909
435.1,857,910
435.2,858,911
435.4,859,912
435.6,860,913
435.6,861,914
435.7,862,915
435.9,863,916
435.9,864,917
436.0,865,918
436.1,866,919
436.2,867,920
436.2,868,921
436.2,869,922
436.2,870,923
436.3,871,924
436.3,872,925
436.3,873,926
436.3,874,927
436.4,875,928
436.4,876,929
436.5,877,930
436.5,878,931
436.5,879,932
436.6,880,933
436.7,881,934
436.9,882,935
437.0,883,936
437.1,884,937
437.2,885,938
437.3,886,939
437.6,887,940
437.6,888,941
437.6,889,942
437.7,890,943
437.8,891,944
437.9,892,945
438.0,893,946
438.1,894,947
438.2,895,948
438.3,896,949
438.3,897,950
438.3,898,951
438.3,899,952
438.4,900,953
438.4,901,954
438.4,902,955
438.5,903,956
438.5,904,957
438.6,905,958
438.6,906,959
438.7,907,960
438.7,908,961
438.7,909,962
438.7,910,963
438.8,911,964
438.8,912,965
438.9,913,966
438.9,914,967
439.0,915,968
439.1,916,969
439.2,917,970
439.2,918,971
439.2,919,972
439.3,920,973
439.3,921,974
439.5,922,975
439.5,923,976
439.5,924,977
439.5,925,978
439.6,926,979
439.6,927,980
439.6,928,981
439.6,929,982
439.6,930,983
439.7,931,984
439.8,932,985
439.9,933,986
440.0,934,987
440.1,935,988
440.2,936,989
440.3,937,990
440.4,938,991
440.5,939,992
440.5,940,993
440.6,941,994
440.6,942,995
440.6,943,996
440.7,944,997
440.8,945,998
441.0,946,999
441.0,947,1000
441.0,948,1001
441.1,949,1002
441.1,950,1003
441.2,951,1004
441.2,952,1005
441.4,953,1006
441.6,954,1007
441.6,955,1008
441.7,956,1009
441.7,957,1010
441.8,958,1011
441.8,959,1012
441.8,960,1013
441.9,961,1014
441.9,962,1015
442.0,963,1016
442.1,964,1017
442.1,965,1018
442.1,966,1019
442.1,967,1020
442.2,968,1021
442.2,969,1022
442.3,970,1023
442.3,971,1024
442.3,972,1025
442.4,973,1026
442.4,974,1027
442.4,975,1028
442.4,976,1029
442.5,977,1030
442.5,978,1031
442.5,979,1032
442.6,980,1033
442.7,981,1034
442.7,982,1035
442.8,983,1036
443.3,984,1037
443.3,985,1038
443.3,986,1039
443.3,987,1040
443.3,988,1041
443.4,989,1042
443.5,990,1043
443.6,991,1044
443.7,992,1045
443.7,993,1046
443.9,994,1047
443.9,995,1048
443.9,996,1049
443.9,997,1050
444.0,998,1051
444.0,999,1052
444.0,1000,1053
444.0,1001,1054
444.1,1002,1055
444.1,1003,1056
444.1,1004,1057
444.4,1005,1058
444.4,1006,1059
444.5,1007,1060
444.5,1008,1061
444.6,1009,1062
444.6,1010,1063
444.6,1011,1064
444.6,1012,1065
444.6,1013,1066
444.7,1014,1067
444.7,1015,1068
444.7,1016,1069
444.7,1017,1070
444.8,1018,1071
444.8,1019,1072
444.9,1020,1073
444.9,1021,1074
444.9,1022,1075
445.0,1023,1076
445.0,1024,1077
445.1,1025,1078
445.1,1026,1079
445.2,1027,1080
445.2,1028,1081
445.2,1029,1082
445.3,1030,1083
445.3,1031,1084
445.3,1032,1085
445.3,1033,1086
445.4,1034,1087
445.4,1035,1088
445.5,1036,1089
445.5,1037,1090
445.6,1038,1091
445.6,1039,1092
445.7,1040,1093
445.7,1041,1094
445.8,1042,1095
445.9,1043,1096
445.9,1044,1097
445.9,1045,1098
445.9,1046,1099
446.0,1047,1100
446.1,1048,1101
446.1,1049,1102
446.1,1050,1103
446.2,1051,1104
446.4,1052,1105
446.4,1053,1106
446.4,1054,1107
446.5,1055,1108
446.7,1056,1109
446.8,1057,1110
446.9,1058,1111
446.9,1059,1112
446.9,1060,1113
447.0,1061,1114
447.0,1062,1115
447.0,1063,1116
447.1,1064,1117
447.3,1065,1118
447.3,1066,1119
447.4,1067,1120
447.5,1068,1121
447.5,1069,1122
447.7,1070,1123
447.7,1071,1124
447.7,1072,1125
447.7,1073,1126
447.8,1074,1127
447.9,1075,1128
448.0,1076,1129
448.0,1077,1130
448.0,1078,1131
448.1,1079,1132
448.1,1080,1133
448.2,1081,1134
448.2,1082,1135
448.2,1083,1136
448.4,1084,1137
448.4,1085,1138
448.4,1086,1139
448.5,1087,1140
448.5,1088,1141
448.5,1089,1142
448.5,1090,1143
448.6,1091,1144
448.7,1092,1145
448.8,1093,1146
449.0,1094,1147
449.0,1095,1148
449.0,1096,1149
449.1,1097,1150
449.1,1098,1151
449.1,1099,1152
449.1,1100,1153
449.3,1101,1154
449.3,1102,1155
449.3,1103,1156
449.4,1104,1157
449.4,1105,1158
449.4,1106,1159
449.4,1107,1160
449.7,1108,1161
449.7,1109,1162
449.7,1110,1163
449.8,1111,1164
449.9,1112,1165
449.9,1113,1166
449.9,1114,1167
450.0,1115,1168
450.1,1116,1169
450.3,1117,1170
450.5,1118,1171
450.5,1119,1172
450.6,1120,1173
450.6,1121,1174
450.6,1122,1175
450.6,1123,1176
450.7,1124,1177
450.7,1125,1178
450.8,1126,1179
450.9,1127,1180
450.9,1128,1181
451.0,1129,1182
451.0,1130,1183
451.4,1131,1184
451.5,1132,1185
451.5,1133,1186
451.7,1134,1187
451.8,1135,1188
451.8,1136,1189
451.8,1137,1190
451.8,1138,1191
451.9,1139,1192
452.0,1140,1193
452.0,1141,1194
452.0,1142,1195
452.0,1143,1196
452.0,1144,1197
452.1,1145,1198
452.1,1146,1199
452.2,1147,1200
452.4,1148,1201
452.4,1149,1202
452.6,1150,1203
452.6,1151,1204
452.7,1152,1205
452.8,1153,1206
452.8,1154,1207
452.9,1155,1208
452.9,1156,1209
452.9,1157,1210
452.9,1158,1211
452.9,1159,1212
453.0,1160,1213
453.0,1161,1214
453.0,1162,1215
453.1,1163,1216
453.1,1164,1217
453.1,1165,1218
453.2,1166,1219
453.2,1167,1220
453.3,1168,1221
453.3,1169,1222
453.3,1170,1223
453.4,1171,1224
453.5,1172,1225
453.6,1173,1226
453.7,1174,1227
453.7,1175,1228
453.7,1176,1229
453.8,1177,1230
453.8,1178,1231
453.9,1179,1232
454.0,1180,1233
454.1,1181,1234
454.3,1182,1235
454.3,1183,1236
454.3,1184,1237
454.3,1185,1238
454.3,1186,1239
454.4,1187,1240
454.4,1188,1241
454.4,1189,1242
454.4,1190,1243
454.4,1191,1244
454.4,1192,1245
454.5,1193,1246
454.5,1194,1247
454.5,1195,1248
454.6,1196,1249
454.7,1197,1250
454.8,1198,1251
454.8,1199,1252
454.9,1200,1253
454.9,1201,1254
455.0,1202,1255
455.0,1203,1256
455.1,1204,1257
455.1,1205,1258
455.2,1206,1259
455.2,1207,1260
455.3,1208,1261
455.3,1209,1262
455.6,1210,1263
455.6,1211,1264
455.6,1212,1265
455.6,1213,1266
455.7,1214,1267
455.8,1215,1268
455.8,1216,1269
456.1,1217,1270
456.1,1218,1271
456.1,1219,1272
456.2,1220,1273
456.2,1221,1274
456.3,1222,1275
456.3,1223,1276
456.4,1224,1277
456.5,1225,1278
456.5,1226,1279
456.5,1227,1280
456.6,1228,1281
456.6,1229,1282
456.7,1230,1283
456.7,1231,1284
456.8,1232,1285
456.8,1233,1286
456.8,1234,1287
456.9,1235,1288
456.9,1236,1289
456.9,1237,1290
457.1,1238,1291
457.1,1239,1292
457.2,1240,1293
457.2,1241,1294
457.2,1242,1295
457.4,1243,1296
457.4,1244,1297
457.4,1245,1298
457.5,1246,1299
457.5,1247,1300
457.6,1248,1301
457.6,1249,1302
457.7,1250,1303
457.7,1251,1304
457.7,1252,1305
457.7,1253,1306
457.8,1254,1307
457.9,1255,1308
457.9,1256,1309
458.0,1257,1310
458.0,1258,1311
458.1,1259,1312
458.1,1260,1313
458.2,1261,1314
458.2,1262,1315
458.2,1263,1316
458.2,1264,1317
458.2,1265,1318
458.2,1266,1319
458.3,1267,1320
458.3,1268,1321
458.3,1269,1322
458.3,1270,1323
458.3,1271,1324
458.3,1272,1325
458.4,1273,1326
458.5,1274,1327
458.5,1275,1328
458.5,1276,1329
458.5,1277,1330
458.6,1278,1331
458.6,1279,1332
458.6,1280,1333
458.7,1281,1334
458.7,1282,1335
458.7,1283,1336
458.7,1284,1337
458.7,1285,1338
458.8,1286,1339
458.9,1287,1340
458.9,1288,1341
459.0,1289,1342
459.0,1290,1343
459.0,1291,1344
459.0,1292,1345
459.1,1293,1346
459.1,1294,1347
459.2,1295,1348
459.2,1296,1349
459.3,1297,1350
459.3,1298,1351
459.4,1299,1352
459.5,1300,1353
459.5,1301,1354
459.5,1302,1355
459.5,1303,1356
459.5,1304,1357
459.5,1305,1358
459.6,1306,1359
459.7,1307,1360
459.7,1308,1361
459.8,1309,1362
459.8,1310,1363
459.9,1311,1364
459.9,1312,1365
460.0,1313,1366
460.1,1314,1367
460.1,1315,1368
460.3,1316,1369
460.4,1317,1370
460.4,1318,1371
460.5,1319,1372
460.5,1320,1373
460.6,1321,1374
460.6,1322,1375
460.6,1323,1376
460.7,1324,1377
460.7,1325,1378
460.7,1326,1379
460.8,1327,1380
460.8,1328,1381
460.9,1329,1382
460.9,1330,1383
461.1,1331,1384
461.1,1332,1385
461.2,1333,1386
461.2,1334,1387
461.2,1335,1388
461.2,1336,1389
461.2,1337,1390
461.3,1338,1391
461.4,1339,1392
461.4,1340,1393
461.4,1341,1394
461.5,1342,1395
461.5,1343,1396
461.6,1344,1397
461.6,1345,1398
461.6,1346,1399
461.6,1347,1400
461.6,1348,1401
461.7,1349,1402
461.8,1350,1403
461.8,1351,1404
461.8,1352,1405
461.9,1353,1406
461.9,1354,1407
462.0,1355,1408
462.0,1356,1409
462.1,1357,1410
462.1,1358,1411
462.3,1359,1412
462.3,1360,1413
462.3,1361,1414
462.5,1362,1415
462.5,1363,1416
462.6,1364,1417
462.6,1365,1418
462.6,1366,1419
462.6,1367,1420
462.7,1368,1421
462.7,1369,1422
462.8,1370,1423
462.8,1371,1424
462.8,1372,1425
462.9,1373,1426
463.0,1374,1427
463.0,1375,1428
463.0,1376,1429
463.1,1377,1430
463.1,1378,1431
463.1,1379,1432
463.2,1380,1433
463.2,1381,1434
463.2,1382,1435
463.2,1383,1436
463.3,1384,1437
463.4,1385,1438
463.4,1386,1439
463.5,1387,1440
463.5,1388,1441
463.5,1389,1442
463.6,1390,1443
463.6,1391,1444
463.6,1392,1445
463.6,1393,1446
463.7,1394,1447
463.7,1395,1448
463.7,1396,1449
463.7,1397,1450
463.9,1398,1451
463.9,1399,1452
463.9,1400,1453
464.0,1401,1454
464.0,1402,1455
464.0,1403,1456
464.0,1404,1457
464.1,1405,1458
464.2,1406,1459
464.2,1407,1460
464.2,1408,1461
464.3,1409,1462
464.3,1410,1463
464.4,1411,1464
464.4,1412,1465
464.4,1413,1466
464.5,1414,1467
464.5,1415,1468
464.5,1416,1469
464.5,1417,1470
464.6,1418,1471
464.6,1419,1472
464.6,1420,1473
464.7,1421,1474
464.7,1422,1475
464.8,1423,1476
464.8,1424,1477
464.8,1425,1478
464.9,1426,1479
464.9,1427,1480
464.9,1428,1481
465.0,1429,1482
465.0,1430,1483
465.0,1431,1484
465.2,1432,1485
465.2,1433,1486
465.2,1434,1487
465.2,1435,1488
465.5,1436,1489
465.6,1437,1490
465.6,1438,1491
465.6,1439,1492
465.7,1440,1493
465.8,1441,1494
465.8,1442,1495
465.8,1443,1496
465.8,1444,1497
466.3,1445,1498
466.5,1446,1499
466.5,1447,1500
466.5,1448,1501
466.6,1449,1502
466.8,1450,1503
466.8,1451,1504
466.8,1452,1505
467.0,1453,1506
467.0,1454,1507
467.0,1455,1508
467.1,1456,1509
467.1,1457,1510
467.3,1458,1511
467.3,1459,1512
467.3,1460,1513
467.3,1461,1514
467.3,1462,1515
467.4,1463,1516
467.4,1464,1517
467.4,1465,1518
467.4,1466,1519
467.5,1467,1520
467.5,1468,1521
467.5,1469,1522
467.5,1470,1523
467.6,1471,1524
467.6,1472,1525
467.8,1473,1526
467.8,1474,1527
467.8,1475,1528
467.8,1476,1529
467.8,1477,1530
467.8,1478,1531
467.9,1479,1532
467.9,1480,1533
468.0,1481,1534
468.0,1482,1535
468.0,1483,1536
468.1,1484,1537
468.1,1485,1538
468.2,1486,1539
468.2,1487,1540
468.2,1488,1541
468.3,1489,1542
468.3,1490,1543
468.3,1491,1544
468.4,1492,1545
468.4,1493,1546
468.4,1494,1547
468.5,1495,1548
468.6,1496,1549
468.7,1497,1550
468.7,1498,1551
468.8,1499,1552
468.8,1500,1553
469.0,1501,1554
469.0,1502,1555
469.1,1503,1556
469.1,1504,1557
469.2,1505,1558
469.3,1506,1559
469.3,1507,1560
469.4,1508,1561
469.5,1509,1562
469.6,1510,1563
469.7,1511,1564
469.7,1512,1565
469.7,1513,1566
469.7,1514,1567
469.8,1515,1568
469.8,1516,1569
469.8,1517,1570
469.9,1518,1571
469.9,1519,1572
470.0,1520,1573
470.0,1521,1574
470.1,1522,1575
470.1,1523,1576
470.2,1524,1577
470.3,1525,1578
470.3,1526,1579
470.3,1527,1580
470.5,1528,1581
470.5,1529,1582
470.5,1530,1583
470.6,1531,1584
470.7,1532,1585
470.7,1533,1586
470.7,1534,1587
470.7,1535,1588
470.8,1536,1589
470.8,1537,1590
470.9,1538,1591
471.0,1539,1592
471.0,1540,1593
471.1,1541,1594
471.1,1542,1595
471.2,1543,1596
471.2,1544,1597
471.3,1545,1598
471.3,1546,1599
471.4,1547,1600
471.4,1548,1601
471.4,1549,1602
471.5,1550,1603
471.5,1551,1604
471.6,1552,1605
471.6,1553,1606
471.6,1554,1607
471.7,1555,1608
471.7,1556,1609
471.8,1557,1610
471.8,1558,1611
471.8,1559,1612
471.9,1560,1613
471.9,1561,1614
471.9,1562,1615
471.9,1563,1616
471.9,1564,1617
472.0,1565,1618
472.0,1566,1619
472.0,1567,1620
472.0,1568,1621
472.0,1569,1622
472.0,1570,1623
472.1,1571,1624
472.2,1572,1625
472.3,1573,1626
472.3,1574,1627
472.4,1575,1628
472.4,1576,1629
472.5,1577,1630
472.6,1578,1631
472.6,1579,1632
472.7,1580,1633
472.7,1581,1634
472.7,1582,1635
472.8,1583,1636
472.8,1584,1637
472.8,1585,1638
473.0,1586,1639
473.0,1587,1640
473.0,1588,1641
473.1,1589,1642
473.2,1590,1643
473.2,1591,1644
473.3,1592,1645
