time,paternal,maternal
473.4,1593,1646
473.4,1594,1647
473.4,1595,1648
473.4,1596,1649
473.4,1597,1650
473.4,1598,1651
473.5,1599,1652
473.5,1600,1653
473.5,1601,1654
473.6,1602,1655
473.7,1603,1656
473.7,1604,1657
473.7,1605,1658
473.8,1606,1659
473.8,1607,1660
473.8,1608,1661
473.8,1609,1662
473.8,1610,1663
473.9,1611,1664
473.9,1612,1665
473.9,1613,1666
473.9,1614,1667
474.0,1615,1668
474.1,1616,1669
474.1,1617,1670
474.1,1618,1671
474.1,1619,1672
474.1,1620,1673
474.2,1621,1674
474.2,1622,1675
474.3,1623,1676
474.4,1624,1677
474.4,1625,1678
474.4,1626,1679
474.4,1627,1680
474.5,1628,1681
474.5,1629,1682
474.6,1630,1683
474.7,1631,1684
474.7,1632,1685
474.7,1633,1686
474.7,1634,1687
474.7,1635,1688
474.8,1636,1689
474.9,1637,1690
474.9,1638,1691
474.9,1639,1692
475.0,1640,1693
475.1,1641,1694
475.1,1642,1695
475.2,1643,1696
475.2,1644,1697
475.2,1645,1698
475.3,1646,1699
475.3,1647,1700
475.3,1648,1701
475.3,1649,1702
475.4,1650,1703
475.4,1651,1704
475.4,1652,1705
475.4,1653,1706
475.5,1654,1707
475.5,1655,1708
475.6,1656,1709
475.6,1657,1710
475.7,1658,1711
475.8,1659,1712
475.8,1660,1713
475.8,1661,1714
475.8,1662,1715
475.9,1663,1716
475.9,1664,1717
475.9,1665,1718
475.9,1666,1719
475.9,1667,1720
476.0,1668,1721
476.0,1669,1722
476.0,1670,1723
476.1,1671,1724
476.2,1672,1725
476.2,1673,1726
476.3,1674,1727
476.3,1675,1728
476.3,1676,1729
476.3,1677,1730
476.3,1678,1731
476.3,1679,1732
476.4,1680,1733
476.4,1681,1734
476.5,1682,1735
476.6,1683,1736
476.6,1684,1737
476.6,1685,1738
476.6,1686,1739
476.7,1687,1740
476.7,1688,1741
476.7,1689,1742
476.7,1690,1743
476.8,1691,1744
476.8,1692,1745
476.9,1693,1746
476.9,1694,1747
476.9,1695,1748
477.0,1696,1749
477.0,1697,1750
477.0,1698,1751
477.0,1699,1752
477.0,1700,1753
477.0,1701,1754
477.1,1702,1755
477.1,1703,1756
477.1,1704,1757
477.1,1705,1758
477.1,1706,1759
477.1,1707,1760
477.2,1708,1761
477.2,1709,1762
477.2,1710,1763
477.2,1711,1764
477.3,1712,1765
477.3,1713,1766
477.3,1714,1767
477.3,1715,1768
477.3,1716,1769
477.4,1717,1770
477.4,1718,1771
477.5,1719,1772
477.5,1720,1773
477.5,1721,1774
477.5,1722,1775
477.6,1723,1776
477.7,1724,1777
477.7,1725,1778
477.7,1726,1779
477.7,1727,1780
477.7,1728,1781
477.7,1729,1782
477.8,1730,1783
477.8,1731,1784
477.8,1732,1785
477.8,1733,1786
477.8,1734,1787
477.9,1735,1788
477.9,1736,1789
478.0,1737,1790
478.0,1738,1791
478.0,1739,1792
478.1,1740,1793
478.1,1741,1794
478.2,1742,1795
478.2,1743,1796
478.2,1744,1797
478.3,1745,1798
478.3,1746,1799
478.3,1747,1800
478.4,1748,1801
478.4,1749,1802
478.5,1750,1803
478.5,1751,1804
478.5,1752,1805
478.6,1753,1806
478.6,1754,1807
478.6,1755,1808
478.6,1756,1809
478.7,1757,1810
478.7,1758,1811
478.7,1759,1812
478.9,1760,1813
478.9,1761,1814
478.9,1762,1815
478.9,1763,1816
479.0,1764,1817
479.1,1765,1818
479.1,1766,1819
479.2,1767,1820
479.2,1768,1821
479.2,1769,1822
479.2,1770,1823
479.3,1771,1824
479.3,1772,1825
479.3,1773,1826
479.3,1774,1827
479.3,1775,1828
479.4,1776,1829
479.4,1777,1830
479.4,1778,1831
479.4,1779,1832
479.4,1780,1833
479.5,1781,1834
479.5,1782,1835
479.5,1783,1836
479.5,1784,1837
479.6,1785,1838
479.6,1786,1839
479.6,1787,1840
479.6,1788,1841
479.7,1789,1842
479.7,1790,1843
479.7,1791,1844
479.8,1792,1845
479.9,1793,1846
479.9,1794,1847
479.9,1795,1848
479.9,1796,1849
479.9,1797,1850
480.0,1798,1851
480.1,1799,1852
480.2,1800,1853
480.2,1801,1854
480.2,1802,1855
480.2,1803,1856
480.2,1804,1857
480.3,1805,1858
480.3,1806,1859
480.3,1807,1860
480.3,1808,1861
480.3,1809,1862
480.4,1810,1863
480.4,1811,1864
480.4,1812,1865
480.4,1813,1866
480.5,1814,1867
480.5,1815,1868
480.6,1816,1869
480.6,1817,1870
480.6,1818,1871
480.6,1819,1872
480.6,1820,1873
480.6,1821,1874
480.6,1822,1875
480.7,1823,1876
480.7,1824,1877
480.7,1825,1878
480.7,1826,1879
480.8,1827,1880
480.9,1828,1881
480.9,1829,1882
480.9,1830,1883
481.0,1831,1884
481.0,1832,1885
481.1,1833,1886
481.1,1834,1887
481.2,1835,1888
481.2,1836,1889
481.2,1837,1890
481.2,1838,1891
481.2,1839,1892
481.2,1840,1893
481.2,1841,1894
481.2,1842,1895
481.3,1843,1896
481.3,1844,1897
481.3,1845,1898
481.3,1846,1899
481.3,1847,1900
481.4,1848,1901
481.4,1849,1902
481.4,1850,1903
481.5,1851,1904
481.5,1852,1905
481.6,1853,1906
481.6,1854,1907
481.7,1855,1908
481.7,1856,1909
481.8,1857,1910
481.8,1858,1911
481.9,1859,1912
481.9,1860,1913
481.9,1861,1914
481.9,1862,1915
482.0,1863,1916
482.0,1864,1917
482.0,1865,1918
482.0,1866,1919
482.0,1867,1920
482.0,1868,1921
482.1,1869,1922
482.1,1870,1923
482.1,1871,1924
482.1,1872,1925
482.2,1873,1926
482.2,1874,1927
482.4,1875,1928
482.4,1876,1929
482.4,1877,1930
482.4,1878,1931
482.5,1879,1932
482.5,1880,1933
482.5,1881,1934
482.6,1882,1935
482.6,1883,1936
482.7,1884,1937
482.7,1885,1938
482.7,1886,1939
482.7,1887,1940
482.7,1888,1941
482.7,1889,1942
482.7,1890,1943
482.8,1891,1944
482.8,1892,1945
482.8,1893,1946
482.9,1894,1947
482.9,1895,1948
483.0,1896,1949
483.0,1897,1950
483.0,1898,1951
483.1,1899,1952
483.1,1900,1953
483.1,1901,1954
483.1,1902,1955
483.2,1903,1956
483.3,1904,1957
483.3,1905,1958
483.3,1906,1959
483.3,1907,1960
483.3,1908,1961
483.4,1909,1962
483.4,1910,1963
483.4,1911,1964
483.5,1912,1965
483.5,1913,1966
483.5,1914,1967
483.5,1915,1968
483.6,1916,1969
483.7,1917,1970
483.7,1918,1971
483.8,1919,1972
483.9,1920,1973
483.9,1921,1974
483.9,1922,1975
483.9,1923,1976
483.9,1924,1977
484.0,1925,1978
484.0,1926,1979
484.0,1927,1980
484.0,1928,1981
484.0,1929,1982
484.1,1930,1983
484.1,1931,1984
484.1,1932,1985
484.2,1933,1986
484.2,1934,1987
484.2,1935,1988
484.3,1936,1989
484.3,1937,1990
484.4,1938,1991
484.5,1939,1992
484.5,1940,1993
484.5,1941,1994
484.5,1942,1995
484.7,1943,1996
484.7,1944,1997
484.8,1945,1998
484.8,1946,1999
484.9,1947,2000
484.9,1948,2001
484.9,1949,2002
484.9,1950,2003
485.0,1951,2004
485.0,1952,2005
485.0,1953,2006
485.1,1954,2007
485.1,1955,2008
485.1,1956,2009
485.1,1957,2010
485.2,1958,2011
485.2,1959,2012
485.2,1960,2013
485.3,1961,2014
485.3,1962,2015
485.3,1963,2016
485.4,1964,2017
485.4,1965,2018
485.4,1966,2019
485.5,1967,2020
485.5,1968,2021
485.5,1969,2022
485.5,1970,2023
485.6,1971,2024
485.6,1972,2025
485.6,1973,2026
485.7,1974,2027
485.8,1975,2028
485.8,1976,2029
485.9,1977,2030
485.9,1978,2031
486.0,1979,2032
486.1,1980,2033
486.1,1981,2034
486.2,1982,2035
486.2,1983,2036
486.3,1984,2037
486.3,1985,2038
486.3,1986,2039
486.4,1987,2040
486.5,1988,2041
486.5,1989,2042
486.5,1990,2043
486.5,1991,2044
486.5,1992,2045
486.6,1993,2046
486.6,1994,2047
486.6,1995,2048
486.7,1996,2049
486.7,1997,2050
486.8,1998,2051
486.8,1999,2052
486.8,2000,2053
486.8,2001,2054
486.8,2002,2055
486.9,2003,2056
486.9,2004,2057
486.9,2005,2058
486.9,2006,2059
486.9,2007,2060
486.9,2008,2061
486.9,2009,2062
487.1,2010,2063
487.1,2011,2064
487.2,2012,2065
487.2,2013,2066
487.2,2014,2067
487.3,2015,2068
487.3,2016,2069
487.4,2017,2070
487.4,2018,2071
487.4,2019,2072
487.4,2020,2073
487.5,2021,2074
487.5,2022,2075
487.6,2023,2076
487.6,2024,2077
487.6,2025,2078
487.8,2026,2079
487.8,2027,2080
487.9,2028,2081
487.9,2029,2082
487.9,2030,2083
487.9,2031,2084
487.9,2032,2085
488.0,2033,2086
488.0,2034,2087
488.0,2035,2088
488.0,2036,2089
488.0,2037,2090
488.1,2038,2091
488.1,2039,2092
488.2,2040,2093
488.3,2041,2094
488.3,2042,2095
488.4,2043,2096
488.4,2044,2097
488.5,2045,2098
488.5,2046,2099
488.5,2047,2100
488.5,2048,2101
488.6,2049,2102
488.6,2050,2103
488.6,2051,2104
488.6,2052,2105
488.6,2053,2106
488.6,2054,2107
488.7,2055,2108
488.7,2056,2109
488.8,2057,2110
488.9,2058,2111
488.9,2059,2112
488.9,2060,2113
488.9,2061,2114
489.0,2062,2115
489.0,2063,2116
489.0,2064,2117
489.0,2065,2118
489.0,2066,2119
489.0,2067,2120
489.1,2068,2121
489.1,2069,2122
489.1,2070,2123
489.1,2071,2124
489.1,2072,2125
489.1,2073,2126
489.2,2074,2127
489.2,2075,2128
489.2,2076,2129
489.3,2077,2130
489.3,2078,2131
489.4,2079,2132
489.4,2080,2133
489.4,2081,2134
489.4,2082,2135
489.5,2083,2136
489.5,2084,2137
489.5,2085,2138
489.5,2086,2139
489.6,2087,2140
489.7,2088,2141
489.8,2089,2142
489.8,2090,2143
489.9,2091,2144
489.9,2092,2145
489.9,2093,2146
489.9,2094,2147
490.0,2095,2148
490.0,2096,2149
490.0,2097,2150
490.0,2098,2151
490.0,2099,2152
490.1,2100,2153
490.1,2101,2154
490.1,2102,2155
490.2,2103,2156
490.3,2104,2157
490.3,2105,2158
490.3,2106,2159
490.3,2107,2160
490.3,2108,2161
490.3,2109,2162
490.4,2110,2163
490.4,2111,2164
490.4,2112,2165
490.5,2113,2166
490.5,2114,2167
490.5,2115,2168
490.5,2116,2169
490.5,2117,2170
490.5,2118,2171
490.6,2119,2172
490.6,2120,2173
490.6,2121,2174
490.7,2122,2175
490.7,2123,2176
490.8,2124,2177
490.8,2125,2178
490.8,2126,2179
490.8,2127,2180
490.9,2128,2181
490.9,2129,2182
490.9,2130,2183
490.9,2131,2184
490.9,2132,2185
491.0,2133,2186
491.0,2134,2187
491.1,2135,2188
491.1,2136,2189
491.1,2137,2190
491.1,2138,2191
491.2,2139,2192
491.2,2140,2193
491.2,2141,2194
491.3,2142,2195
491.3,2143,2196
491.3,2144,2197
491.4,2145,2198
491.4,2146,2199
491.4,2147,2200
491.5,2148,2201
491.5,2149,2202
491.5,2150,2203
491.5,2151,2204
491.6,2152,2205
491.6,2153,2206
491.7,2154,2207
491.7,2155,2208
491.7,2156,2209
491.7,2157,2210
491.8,2158,2211
491.8,2159,2212
491.9,2160,2213
491.9,2161,2214
491.9,2162,2215
491.9,2163,2216
491.9,2164,2217
492.0,2165,2218
492.1,2166,2219
492.1,2167,2220
492.2,2168,2221
492.3,2169,2222
492.3,2170,2223
492.3,2171,2224
492.3,2172,2225
492.3,2173,2226
492.4,2174,2227
492.4,2175,2228
492.4,2176,2229
492.4,2177,2230
492.5,2178,2231
492.5,2179,2232
492.5,2180,2233
492.5,2181,2234
492.6,2182,2235
492.6,2183,2236
492.7,2184,2237
492.7,2185,2238
492.7,2186,2239
492.7,2187,2240
492.8,2188,2241
492.8,2189,2242
492.9,2190,2243
492.9,2191,2244
492.9,2192,2245
492.9,2193,2246
493.0,2194,2247
493.1,2195,2248
493.1,2196,2249
493.1,2197,2250
493.1,2198,2251
493.1,2199,2252
493.2,2200,2253
493.2,2201,2254
493.2,2202,2255
493.2,2203,2256
493.3,2204,2257
493.3,2205,2258
493.4,2206,2259
493.4,2207,2260
493.4,2208,2261
493.4,2209,2262
493.4,2210,2263
493.5,2211,2264
493.5,2212,2265
493.5,2213,2266
493.6,2214,2267
493.6,2215,2268
493.6,2216,2269
493.7,2217,2270
493.7,2218,2271
493.7,2219,2272
493.7,2220,2273
493.8,2221,2274
493.8,2222,2275
493.8,2223,2276
493.9,2224,2277
493.9,2225,2278
494.0,2226,2279
494.0,2227,2280
494.0,2228,2281
494.0,2229,2282
494.1,2230,2283
494.1,2231,2284
494.1,2232,2285
494.1,2233,2286
494.2,2234,2287
494.2,2235,2288
494.2,2236,2289
494.2,2237,2290
494.2,2238,2291
494.3,2239,2292
494.3,2240,2293
494.3,2241,2294
494.3,2242,2295
494.4,2243,2296
494.4,2244,2297
494.4,2245,2298
494.5,2246,2299
494.5,2247,2300
494.5,2248,2301
494.5,2249,2302
494.6,2250,2303
494.6,2251,2304
494.6,2252,2305
494.6,2253,2306
494.6,2254,2307
494.7,2255,2308
494.7,2256,2309
494.7,2257,2310
494.8,2258,2311
494.8,2259,2312
494.9,2260,2313
494.9,2261,2314
494.9,2262,2315
494.9,2263,2316
495.0,2264,2317
495.0,2265,2318
495.0,2266,2319
495.0,2267,2320
495.0,2268,2321
495.0,2269,2322
495.0,2270,2323
495.1,2271,2324
495.1,2272,2325
495.1,2273,2326
495.2,2274,2327
495.2,2275,2328
495.3,2276,2329
495.3,2277,2330
495.3,2278,2331
495.4,2279,2332
495.4,2280,2333
495.4,2281,2334
495.4,2282,2335
495.5,2283,2336
495.5,2284,2337
495.5,2285,2338
495.6,2286,2339
495.6,2287,2340
495.6,2288,2341
495.6,2289,2342
495.7,2290,2343
495.7,2291,2344
495.8,2292,2345
495.8,2293,2346
495.8,2294,2347
495.9,2295,2348
495.9,2296,2349
495.9,2297,2350
496.0,2298,2351
496.0,2299,2352
496.0,2300,2353
496.0,2301,2354
496.0,2302,2355
496.0,2303,2356
496.0,2304,2357
496.1,2305,2358
496.1,2306,2359
496.1,2307,2360
496.2,2308,2361
496.2,2309,2362
496.2,2310,2363
496.3,2311,2364
496.3,2312,2365
496.3,2313,2366
496.3,2314,2367
496.3,2315,2368
496.3,2316,2369
496.4,2317,2370
496.4,2318,2371
496.4,2319,2372
496.4,2320,2373
496.4,2321,2374
496.4,2322,2375
496.4,2323,2376
496.5,2324,2377
496.5,2325,2378
496.5,2326,2379
496.6,2327,2380
496.6,2328,2381
496.6,2329,2382
496.7,2330,2383
496.7,2331,2384
496.7,2332,2385
496.7,2333,2386
496.7,2334,2387
496.8,2335,2388
496.8,2336,2389
496.9,2337,2390
496.9,2338,2391
496.9,2339,2392
496.9,2340,2393
497.0,2341,2394
497.0,2342,2395
497.0,2343,2396
497.1,2344,2397
497.2,2345,2398
497.2,2346,2399
497.3,2347,2400
497.3,2348,2401
497.4,2349,2402
497.4,2350,2403
497.5,2351,2404
497.5,2352,2405
497.5,2353,2406
497.5,2354,2407
497.5,2355,2408
497.6,2356,2409
497.6,2357,2410
497.6,2358,2411
497.6,2359,2412
497.7,2360,2413
497.7,2361,2414
497.8,2362,2415
497.9,2363,2416
497.9,2364,2417
497.9,2365,2418
497.9,2366,2419
497.9,2367,2420
497.9,2368,2421
497.9,2369,2422
497.9,2370,2423
497.9,2371,2424
497.9,2372,2425
498.0,2373,2426
498.0,2374,2427
498.0,2375,2428
498.0,2376,2429
498.0,2377,2430
498.1,2378,2431
498.1,2379,2432
498.1,2380,2433
498.2,2381,2434
498.3,2382,2435
498.3,2383,2436
498.3,2384,2437
498.3,2385,2438
498.3,2386,2439
498.3,2387,2440
498.4,2388,2441
498.5,2389,2442
498.5,2390,2443
498.5,2391,2444
498.5,2392,2445
498.5,2393,2446
498.5,2394,2447
498.6,2395,2448
498.6,2396,2449
498.6,2397,2450
498.7,2398,2451
498.7,2399,2452
498.8,2400,2453
498.8,2401,2454
